row,Happiness_Rank,Country,Region,Happiness_Score,GDP_per_Capita,Family_(Social_Support),Health_(Life_Expectancy),Freedom,Trust_(Government_Corruption),Generosity,Year,,,,,,,,,,
141,142,Botswana,Sub-Saharan Africa,3.766,1.122,1.222,0.342,0.505,0.099,0.099,2017,,,,,,,,,,
142,143,Benin,Sub-Saharan Africa,3.657,0.431,0.435,0.210,0.426,0.061,0.208,2017,,,,,,,,,,
143,144,Madagascar,Sub-Saharan Africa,3.644,0.306,0.913,0.375,0.189,0.067,0.209,2017,,,,,,,,,,
144,145,Haiti,Latin America and Caribbean,3.603,0.369,0.640,0.277,0.030,0.100,0.489,2017,,,,,,,,,,
145,146,Yemen,Middle East and Northern Africa,3.593,0.592,0.935,0.310,0.249,0.057,0.104,2017,,,,,,,,,,
146,147,S. Sudan,-,3.591,0.397,0.601,0.163,0.147,0.117,0.286,2017,,,,,,,,,,
147,148,Liberia,Sub-Saharan Africa,3.533,0.119,0.872,0.230,0.333,0.039,0.267,2017,,,,,,,,,,
148,149,Guinea,Sub-Saharan Africa,3.507,0.245,0.791,0.194,0.349,0.111,0.265,2017,,,,,,,,,,
149,150,Togo,Sub-Saharan Africa,3.495,0.305,0.432,0.247,0.380,0.096,0.197,2017,,,,,,,,,,
150,151,Rwanda,Sub-Saharan Africa,3.471,0.369,0.946,0.326,0.582,0.455,0.253,2017,,,,,,,,,,
151,152,Syria,Middle East and Northern Africa,3.462,0.777,0.396,0.501,0.082,0.151,0.494,2017,,,,,,,,,,
152,153,Tanzania,Sub-Saharan Africa,3.349,0.511,1.042,0.365,0.390,0.066,0.354,2017,,,,,,,,,,
153,154,Burundi,Sub-Saharan Africa,2.905,0.092,0.630,0.152,0.060,0.084,0.204,2017,,,,,,,,,,
154,155,Central African Republic,Sub-Saharan Africa,2.693,0.000,0.000,0.019,0.271,0.057,0.281,2017,,,,,,,,,,
0,1,Finland,Western Europe,7.632,1.305,1.592,0.874,0.681,0.393,0.202,2018,,,,,,,,,,
1,2,Norway,Western Europe,7.594,1.456,1.582,0.861,0.686,0.340,0.286,2018,,,,,,,,,,
2,3,Denmark,Western Europe,7.555,1.351,1.590,0.868,0.683,0.408,0.284,2018,,,,,,,,,,
3,4,Iceland,Western Europe,7.495,1.343,1.644,0.914,0.677,0.138,0.353,2018,,,,,,,,,,
4,5,Switzerland,Western Europe,7.487,1.420,1.549,0.927,0.660,0.357,0.256,2018,,,,,,,,,,
5,6,Netherlands,Western Europe,7.441,1.361,1.488,0.878,0.638,0.295,0.333,2018,,,,,,,,,,
6,7,Canada,North America,7.328,1.330,1.532,0.896,0.653,0.291,0.321,2018,,,,,,,,,,
7,8,New Zealand,Australia and New Zealand,7.324,1.268,1.601,0.876,0.669,0.389,0.365,2018,,,,,,,,,,
8,9,Sweden,Western Europe,7.314,1.355,1.501,0.913,0.659,0.383,0.285,2018,,,,,,,,,,
9,10,Australia,Australia and New Zealand,7.272,1.340,1.573,0.910,0.647,0.302,0.361,2018,,,,,,,,,,
10,11,United Kingdom,Western Europe,7.190,1.244,1.433,0.888,0.464,0.082,0.262,2018,,,,,,,,,,
11,12,Austria,Western Europe,7.139,1.341,1.504,0.891,0.617,0.224,0.242,2018,,,,,,,,,,
12,13,Costa Rica,Latin America and Caribbean,7.072,1.010,1.459,0.817,0.632,0.101,0.143,2018,,,,,,,,,,
13,14,Ireland,Western Europe,6.977,1.448,1.583,0.876,0.614,0.306,0.307,2018,,,,,,,,,,
14,15,Germany,Western Europe,6.965,1.340,1.474,0.861,0.586,0.280,0.273,2018,,,,,,,,,,
15,16,Belgium,Western Europe,6.927,1.324,1.483,0.894,0.583,0.240,0.188,2018,,,,,,,,,,
16,17,Luxembourg,Western Europe,6.910,1.576,1.520,0.896,0.632,0.321,0.196,2018,,,,,,,,,,
17,18,United States of America,North America,6.886,1.398,1.471,0.819,0.547,0.133,0.291,2018,,,,,,,,,,
18,19,Israel,Middle East and Northern Africa,6.814,1.301,1.559,0.883,0.533,0.272,0.354,2018,,,,,,,,,,
20,21,Czech Republic,Central and Eastern Europe,6.711,1.233,1.489,0.854,0.543,0.034,0.064,2018,,,,,,,,,,
21,22,Malta,Western Europe,6.627,1.270,1.525,0.884,0.645,0.142,0.376,2018,,,,,,,,,,
22,23,France,Western Europe,6.489,1.293,1.466,0.908,0.520,0.176,0.098,2018,,,,,,,,,,
23,24,Mexico,Latin America and Caribbean,6.488,1.038,1.252,0.761,0.479,0.095,0.069,2018,,,,,,,,,,
24,25,Chile,Latin America and Caribbean,6.476,1.131,1.331,0.808,0.431,0.061,0.197,2018,,,,,,,,,,
25,26,Taiwan,Eastern Asia,6.441,1.365,1.436,0.857,0.418,0.078,0.151,2018,,,,,,,,,,
26,27,Panama,Latin America and Caribbean,6.430,1.112,1.438,0.759,0.597,0.063,0.125,2018,,,,,,,,,,
27,28,Brazil,Latin America and Caribbean,6.419,0.986,1.474,0.675,0.493,0.088,0.110,2018,,,,,,,,,,
28,29,Argentina,Latin America and Caribbean,6.388,1.073,1.468,0.744,0.570,0.054,0.062,2018,,,,,,,,,,
29,30,Guatemala,Latin America and Caribbean,6.382,0.781,1.268,0.608,0.604,0.071,0.179,2018,,,,,,,,,,
30,31,Uruguay,Latin America and Caribbean,6.379,1.093,1.459,0.771,0.625,0.155,0.130,2018,,,,,,,,,,
31,32,Qatar,Middle East and Northern Africa,6.374,1.649,1.303,0.748,0.654,0.171,0.256,2018,,,,,,,,,,
32,33,Saudi Arabia,Middle East and Northern Africa,6.371,1.379,1.331,0.633,0.509,0.127,0.098,2018,,,,,,,,,,
33,34,Singapore,Southeastern Asia,6.343,1.529,1.451,1.008,0.631,0.457,0.261,2018,,,,,,,,,,
34,35,Malaysia,Southeastern Asia,6.322,1.161,1.258,0.669,0.356,0.059,0.311,2018,,,,,,,,,,
35,36,Spain,Western Europe,6.310,1.251,1.538,0.965,0.449,0.074,0.142,2018,,,,,,,,,,
36,37,Colombia,Latin America and Caribbean,6.260,0.960,1.439,0.635,0.531,0.039,0.099,2018,,,,,,,,,,
37,38,Trinidad & Tobago,-,6.192,1.223,1.492,0.564,0.575,0.019,0.171,2018,,,,,,,,,,
38,39,Slovakia,Central and Eastern Europe,6.173,1.210,1.537,0.776,0.354,0.014,0.118,2018,,,,,,,,,,
39,40,El Salvador,Latin America and Caribbean,6.167,0.806,1.231,0.639,0.461,0.082,0.065,2018,,,,,,,,,,
40,41,Nicaragua,Latin America and Caribbean,6.141,0.668,1.319,0.700,0.527,0.128,0.208,2018,,,,,,,,,,
41,42,Poland,Central and Eastern Europe,6.123,1.176,1.448,0.781,0.546,0.064,0.108,2018,,,,,,,,,,
42,43,Bahrain,Middle East and Northern Africa,6.105,1.338,1.366,0.698,0.594,0.123,0.243,2018,,,,,,,,,,
43,44,Uzbekistan,Central and Eastern Europe,6.096,0.719,1.584,0.605,0.724,0.259,0.328,2018,,,,,,,,,,
44,45,Kuwait,Middle East and Northern Africa,6.083,1.474,1.301,0.675,0.554,0.106,0.167,2018,,,,,,,,,,
45,46,Thailand,Southeastern Asia,6.072,1.016,1.417,0.707,0.637,0.029,0.364,2018,,,,,,,,,,
46,47,Italy,Western Europe,6.000,1.264,1.501,0.946,0.281,0.028,0.137,2018,,,,,,,,,,
47,48,Ecuador,Latin America and Caribbean,5.973,0.889,1.330,0.736,0.556,0.120,0.114,2018,,,,,,,,,,
48,49,Belize,-,5.956,0.807,1.101,0.474,0.593,0.089,0.183,2018,,,,,,,,,,
49,50,Lithuania,Central and Eastern Europe,5.952,1.197,1.527,0.716,0.350,0.006,0.026,2018,,,,,,,,,,
50,51,Slovenia,Central and Eastern Europe,5.948,1.219,1.506,0.856,0.633,0.051,0.160,2018,,,,,,,,,,
51,52,Romania,Central and Eastern Europe,5.945,1.116,1.219,0.726,0.528,0.001,0.088,2018,,,,,,,,,,
52,53,Latvia,Central and Eastern Europe,5.933,1.148,1.454,0.671,0.363,0.066,0.092,2018,,,,,,,,,,
53,54,Japan,Eastern Asia,5.915,1.294,1.462,0.988,0.553,0.150,0.079,2018,,,,,,,,,,
54,55,Mauritius,Sub-Saharan Africa,5.891,1.090,1.387,0.684,0.584,0.050,0.245,2018,,,,,,,,,,
55,56,Jamaica,Latin America and Caribbean,5.890,0.819,1.493,0.693,0.575,0.031,0.096,2018,,,,,,,,,,
56,57,South Korea,Eastern Asia,5.875,1.266,1.204,0.955,0.244,0.051,0.175,2018,,,,,,,,,,
57,58,Northern Cyprus,-,5.835,1.229,1.211,0.909,0.495,0.154,0.179,2018,,,,,,,,,,
58,59,Russia,Central and Eastern Europe,5.810,1.151,1.479,0.599,0.399,0.025,0.065,2018,,,,,,,,,,
59,60,Kazakhstan,Central and Eastern Europe,5.790,1.143,1.516,0.631,0.454,0.121,0.148,2018,,,,,,,,,,
60,61,Cyprus,Western Europe,5.762,1.229,1.191,0.909,0.423,0.035,0.202,2018,,,,,,,,,,
61,62,Bolivia,Latin America and Caribbean,5.752,0.751,1.223,0.508,0.606,0.054,0.141,2018,,,,,,,,,,
62,63,Estonia,Central and Eastern Europe,5.739,1.200,1.532,0.737,0.553,0.174,0.086,2018,,,,,,,,,,
63,64,Paraguay,Latin America and Caribbean,5.681,0.835,1.522,0.615,0.541,0.074,0.162,2018,,,,,,,,,,
64,65,Peru,Latin America and Caribbean,5.663,0.934,1.249,0.674,0.530,0.034,0.092,2018,,,,,,,,,,
65,66,Kosovo,Central and Eastern Europe,5.662,0.855,1.230,0.578,0.448,0.023,0.274,2018,,,,,,,,,,
66,67,Moldova,Central and Eastern Europe,5.640,0.657,1.301,0.620,0.232,0.000,0.171,2018,,,,,,,,,,
67,68,Turkmenistan,Central and Eastern Europe,5.636,1.016,1.533,0.517,0.417,0.037,0.199,2018,,,,,,,,,,
68,69,Hungary,Central and Eastern Europe,5.620,1.171,1.401,0.732,0.259,0.022,0.061,2018,,,,,,,,,,
69,70,Libya,Middle East and Northern Africa,5.566,0.985,1.350,0.553,0.496,0.148,0.116,2018,,,,,,,,,,
70,71,Philippines,Southeastern Asia,5.524,0.775,1.312,0.513,0.643,0.105,0.120,2018,,,,,,,,,,
71,72,Honduras,Latin America and Caribbean,5.504,0.620,1.205,0.622,0.459,0.074,0.197,2018,,,,,,,,,,
72,73,Belarus,Central and Eastern Europe,5.483,1.039,1.498,0.700,0.307,0.154,0.101,2018,,,,,,,,,,
73,74,Turkey,Middle East and Northern Africa,5.483,1.148,1.380,0.686,0.324,0.109,0.106,2018,,,,,,,,,,
74,75,Pakistan,Southern Asia,5.472,0.652,0.810,0.424,0.334,0.113,0.216,2018,,,,,,,,,,
75,76,Hong Kong,Eastern Asia,5.430,1.405,1.290,1.030,0.524,0.291,0.246,2018,,,,,,,,,,
76,77,Portugal,Western Europe,5.410,1.188,1.429,0.884,0.562,0.017,0.055,2018,,,,,,,,,,
77,78,Serbia,Central and Eastern Europe,5.398,0.975,1.369,0.685,0.288,0.043,0.134,2018,,,,,,,,,,
78,79,Greece,Western Europe,5.358,1.154,1.202,0.879,0.131,0.044,0.000,2018,,,,,,,,,,
79,80,Lebanon,Middle East and Northern Africa,5.358,0.965,1.179,0.785,0.503,0.136,0.214,2018,,,,,,,,,,
80,81,Montenegro,Central and Eastern Europe,5.347,1.017,1.279,0.729,0.259,0.081,0.111,2018,,,,,,,,,,
81,82,Croatia,Central and Eastern Europe,5.321,1.115,1.161,0.737,0.380,0.039,0.120,2018,,,,,,,,,,
82,83,Dominican Republic,Latin America and Caribbean,5.302,0.982,1.441,0.614,0.578,0.106,0.120,2018,,,,,,,,,,
83,84,Algeria,Middle East and Northern Africa,5.295,0.979,1.154,0.687,0.077,0.135,0.055,2018,,,,,,,,,,
84,85,Morocco,Middle East and Northern Africa,5.254,0.779,0.797,0.669,0.460,0.074,0.026,2018,,,,,,,,,,
85,86,China,Eastern Asia,5.246,0.989,1.142,0.799,0.597,0.103,0.029,2018,,,,,,,,,,
86,87,Azerbaijan,Central and Eastern Europe,5.201,1.024,1.161,0.603,0.430,0.176,0.031,2018,,,,,,,,,,
87,88,Tajikistan,Central and Eastern Europe,5.199,0.474,1.166,0.598,0.292,0.034,0.187,2018,,,,,,,,,,
88,89,Macedonia,Central and Eastern Europe,5.185,0.959,1.239,0.691,0.394,0.052,0.173,2018,,,,,,,,,,
89,90,Jordan,Middle East and Northern Africa,5.161,0.822,1.265,0.645,0.468,0.134,0.130,2018,,,,,,,,,,
90,91,Nigeria,Sub-Saharan Africa,5.155,0.689,1.172,0.048,0.462,0.032,0.201,2018,,,,,,,,,,
91,92,Kyrgyzstan,Central and Eastern Europe,5.131,0.530,1.416,0.594,0.540,0.035,0.281,2018,,,,,,,,,,
92,93,Bosnia and Herzegovina,Central and Eastern Europe,5.129,0.915,1.078,0.758,0.280,0.000,0.216,2018,,,,,,,,,,
93,94,Mongolia,Eastern Asia,5.125,0.914,1.517,0.575,0.395,0.032,0.253,2018,,,,,,,,,,
94,95,Vietnam,Southeastern Asia,5.103,0.715,1.365,0.702,0.618,0.079,0.177,2018,,,,,,,,,,
95,96,Indonesia,Southeastern Asia,5.093,0.899,1.215,0.522,0.538,0.018,0.484,2018,,,,,,,,,,
96,97,Bhutan,Southern Asia,5.082,0.796,1.335,0.527,0.541,0.171,0.364,2018,,,,,,,,,,
97,98,Somalia,-,4.982,0.000,0.712,0.115,0.674,0.282,0.238,2018,,,,,,,,,,
98,99,Cameroon,Sub-Saharan Africa,4.975,0.535,0.891,0.182,0.454,0.043,0.183,2018,,,,,,,,,,
99,100,Bulgaria,Central and Eastern Europe,4.933,1.054,1.515,0.712,0.359,0.009,0.064,2018,,,,,,,,,,
100,101,Nepal,Southern Asia,4.880,0.425,1.228,0.539,0.526,0.078,0.302,2018,,,,,,,,,,
101,102,Venezuela,Latin America and Caribbean,4.806,0.996,1.469,0.657,0.133,0.052,0.056,2018,,,,,,,,,,
102,103,Gabon,Sub-Saharan Africa,4.758,1.036,1.164,0.404,0.356,0.052,0.032,2018,,,,,,,,,,
103,104,Palestinian Territories,Middle East and Northern Africa,4.743,0.642,1.217,0.602,0.266,0.076,0.086,2018,,,,,,,,,,
104,105,South Africa,Sub-Saharan Africa,4.724,0.940,1.410,0.330,0.516,0.056,0.103,2018,,,,,,,,,,
105,106,Iran,Middle East and Northern Africa,4.707,1.059,0.771,0.691,0.459,0.129,0.282,2018,,,,,,,,,,
106,107,Ivory Coast,Sub-Saharan Africa,4.671,0.541,0.872,0.080,0.467,0.103,0.146,2018,,,,,,,,,,
107,108,Ghana,Sub-Saharan Africa,4.657,0.592,0.896,0.337,0.499,0.029,0.212,2018,,,,,,,,,,
108,109,Senegal,Sub-Saharan Africa,4.631,0.429,1.117,0.433,0.406,0.082,0.138,2018,,,,,,,,,,
109,110,Laos,Southeastern Asia,4.623,0.720,1.034,0.441,0.626,0.174,0.230,2018,,,,,,,,,,
110,111,Tunisia,Middle East and Northern Africa,4.592,0.900,0.906,0.690,0.271,0.063,0.040,2018,,,,,,,,,,
111,112,Albania,Central and Eastern Europe,4.586,0.916,0.817,0.790,0.419,0.032,0.149,2018,,,,,,,,,,
112,113,Sierra Leone,Sub-Saharan Africa,4.571,0.256,0.813,0.000,0.355,0.053,0.238,2018,,,,,,,,,,
113,114,Congo (Brazzaville),Sub-Saharan Africa,4.559,0.682,0.811,0.343,0.514,0.077,0.091,2018,,,,,,,,,,
114,115,Bangladesh,Southern Asia,4.500,0.532,0.850,0.579,0.580,0.144,0.153,2018,,,,,,,,,,
115,116,Sri Lanka,Southern Asia,4.471,0.918,1.314,0.672,0.585,0.050,0.307,2018,,,,,,,,,,
116,117,Iraq,Middle East and Northern Africa,4.456,1.010,0.971,0.536,0.304,0.095,0.148,2018,,,,,,,,,,
117,118,Mali,Sub-Saharan Africa,4.447,0.370,1.233,0.152,0.367,0.056,0.139,2018,,,,,,,,,,
118,119,Namibia,-,4.441,0.874,1.281,0.365,0.519,0.064,0.051,2018,,,,,,,,,,
119,120,Cambodia,Southeastern Asia,4.433,0.549,1.088,0.457,0.696,0.065,0.256,2018,,,,,,,,,,
120,121,Burkina Faso,Sub-Saharan Africa,4.424,0.314,1.097,0.254,0.312,0.128,0.175,2018,,,,,,,,,,
121,122,Egypt,Middle East and Northern Africa,4.419,0.885,1.025,0.553,0.312,0.107,0.092,2018,,,,,,,,,,
122,123,Mozambique,Sub-Saharan Africa,4.417,0.198,0.902,0.173,0.531,0.158,0.206,2018,,,,,,,,,,
123,124,Kenya,Sub-Saharan Africa,4.410,0.493,1.048,0.454,0.504,0.055,0.352,2018,,,,,,,,,,
124,125,Zambia,Sub-Saharan Africa,4.377,0.562,1.047,0.295,0.503,0.082,0.221,2018,,,,,,,,,,
125,126,Mauritania,Sub-Saharan Africa,4.356,0.557,1.245,0.292,0.129,0.093,0.134,2018,,,,,,,,,,
126,127,Ethiopia,Sub-Saharan Africa,4.350,0.308,0.950,0.391,0.452,0.146,0.220,2018,,,,,,,,,,
127,128,Georgia,Central and Eastern Europe,4.340,0.853,0.592,0.643,0.375,0.215,0.038,2018,,,,,,,,,,
128,129,Armenia,Central and Eastern Europe,4.321,0.816,0.990,0.666,0.260,0.028,0.077,2018,,,,,,,,,,
129,130,Myanmar,Southeastern Asia,4.308,0.682,1.174,0.429,0.580,0.178,0.598,2018,,,,,,,,,,
130,131,Chad,Sub-Saharan Africa,4.301,0.358,0.907,0.053,0.189,0.060,0.181,2018,,,,,,,,,,
131,132,Congo (Kinshasa),Sub-Saharan Africa,4.245,0.069,1.136,0.204,0.312,0.052,0.197,2018,,,,,,,,,,
132,133,India,Southern Asia,4.190,0.721,0.747,0.485,0.539,0.093,0.172,2018,,,,,,,,,,
133,134,Niger,Sub-Saharan Africa,4.166,0.131,0.867,0.221,0.390,0.099,0.175,2018,,,,,,,,,,
134,135,Uganda,Sub-Saharan Africa,4.161,0.322,1.090,0.237,0.450,0.061,0.259,2018,,,,,,,,,,
135,136,Benin,Sub-Saharan Africa,4.141,0.378,0.372,0.240,0.440,0.067,0.163,2018,,,,,,,,,,
136,137,Sudan,Sub-Saharan Africa,4.139,0.605,1.240,0.312,0.016,0.082,0.134,2018,,,,,,,,,,
137,138,Ukraine,Central and Eastern Europe,4.103,0.793,1.413,0.609,0.163,0.011,0.187,2018,,,,,,,,,,
138,139,Togo,Sub-Saharan Africa,3.999,0.259,0.474,0.253,0.434,0.101,0.158,2018,,,,,,,,,,
139,140,Guinea,Sub-Saharan Africa,3.964,0.344,0.792,0.211,0.394,0.094,0.185,2018,,,,,,,,,,
140,141,Lesotho,Sub-Saharan Africa,3.808,0.472,1.215,0.079,0.423,0.112,0.116,2018,,,,,,,,,,
141,142,Angola,Sub-Saharan Africa,3.795,0.730,1.125,0.269,0.000,0.061,0.079,2018,,,,,,,,,,
142,143,Madagascar,Sub-Saharan Africa,3.774,0.262,0.908,0.402,0.221,0.049,0.155,2018,,,,,,,,,,
143,144,Zimbabwe,Sub-Saharan Africa,3.692,0.357,1.094,0.248,0.406,0.099,0.132,2018,,,,,,,,,,
144,145,Afghanistan,Southern Asia,3.632,0.332,0.537,0.255,0.085,0.036,0.191,2018,,,,,,,,,,
145,146,Botswana,Sub-Saharan Africa,3.590,1.017,1.174,0.417,0.557,0.092,0.042,2018,,,,,,,,,,
146,147,Malawi,Sub-Saharan Africa,3.587,0.186,0.541,0.306,0.531,0.080,0.210,2018,,,,,,,,,,
147,148,Haiti,Latin America and Caribbean,3.582,0.315,0.714,0.289,0.025,0.104,0.392,2018,,,,,,,,,,
148,149,Liberia,Sub-Saharan Africa,3.495,0.076,0.858,0.267,0.419,0.030,0.206,2018,,,,,,,,,,
149,150,Syria,Middle East and Northern Africa,3.462,0.689,0.382,0.539,0.088,0.144,0.376,2018,,,,,,,,,,
150,151,Rwanda,Sub-Saharan Africa,3.408,0.332,0.896,0.400,0.636,0.444,0.200,2018,,,,,,,,,,
151,152,Yemen,Middle East and Northern Africa,3.355,0.442,1.073,0.343,0.244,0.064,0.083,2018,,,,,,,,,,
152,153,Tanzania,Sub-Saharan Africa,3.303,0.455,0.991,0.381,0.481,0.097,0.270,2018,,,,,,,,,,
153,154,S. Sudan,-,3.254,0.337,0.608,0.177,0.112,0.106,0.224,2018,,,,,,,,,,
154,155,Central African Republic,Sub-Saharan Africa,3.083,0.024,0.000,0.010,0.305,0.038,0.218,2018,,,,,,,,,,
155,156,Burundi,Sub-Saharan Africa,2.905,0.091,0.627,0.145,0.065,0.076,0.149,2018,,,,,,,,,,
0,1,Finland,Western Europe,7.769,1.340,1.587,0.986,0.596,0.393,0.153,2019,,,,,,,,,,
1,2,Denmark,Western Europe,7.600,1.383,1.573,0.996,0.592,0.410,0.252,2019,,,,,,,,,,
2,3,Norway,Western Europe,7.554,1.488,1.582,1.028,0.603,0.341,0.271,2019,,,,,,,,,,
3,4,Iceland,Western Europe,7.494,1.380,1.624,1.026,0.591,0.118,0.354,2019,,,,,,,,,,
4,5,Netherlands,Western Europe,7.488,1.396,1.522,0.999,0.557,0.298,0.322,2019,,,,,,,,,,
5,6,Switzerland,Western Europe,7.480,1.452,1.526,1.052,0.572,0.343,0.263,2019,,,,,,,,,,
6,7,Sweden,Western Europe,7.343,1.387,1.487,1.009,0.574,0.373,0.267,2019,,,,,,,,,,
7,8,New Zealand,Australia and New Zealand,7.307,1.303,1.557,1.026,0.585,0.380,0.330,2019,,,,,,,,,,
8,9,Canada,North America,7.278,1.365,1.505,1.039,0.584,0.308,0.285,2019,,,,,,,,,,
9,10,Austria,Western Europe,7.246,1.376,1.475,1.016,0.532,0.226,0.244,2019,,,,,,,,,,
10,11,Australia,Australia and New Zealand,7.228,1.372,1.548,1.036,0.557,0.290,0.332,2019,,,,,,,,,,
11,12,Costa Rica,Latin America and Caribbean,7.167,1.034,1.441,0.963,0.558,0.093,0.144,2019,,,,,,,,,,
12,13,Israel,Middle East and Northern Africa,7.139,1.276,1.455,1.029,0.371,0.082,0.261,2019,,,,,,,,,,
13,14,Luxembourg,Western Europe,7.090,1.609,1.479,1.012,0.526,0.316,0.194,2019,,,,,,,,,,
14,15,United Kingdom,Western Europe,7.054,1.333,1.538,0.996,0.450,0.278,0.348,2019,,,,,,,,,,
15,16,Ireland,Western Europe,7.021,1.499,1.553,0.999,0.516,0.310,0.298,2019,,,,,,,,,,
16,17,Germany,Western Europe,6.985,1.373,1.454,0.987,0.495,0.265,0.261,2019,,,,,,,,,,
17,18,Belgium,Western Europe,6.923,1.356,1.504,0.986,0.473,0.210,0.160,2019,,,,,,,,,,
18,19,United States of America,North America,6.892,1.433,1.457,0.874,0.454,0.128,0.280,2019,,,,,,,,,,
19,20,Czech Republic,Central and Eastern Europe,6.852,1.269,1.487,0.920,0.457,0.036,0.046,2019,,,,,,,,,,
20,21,United Arab Emirates,Middle East and Northern Africa,6.825,1.503,1.310,0.825,0.598,0.182,0.262,2019,,,,,,,,,,
21,22,Malta,Western Europe,6.726,1.300,1.520,0.999,0.564,0.151,0.375,2019,,,,,,,,,,
22,23,Mexico,Latin America and Caribbean,6.595,1.070,1.323,0.861,0.433,0.073,0.074,2019,,,,,,,,,,
23,24,France,Western Europe,6.592,1.324,1.472,1.045,0.436,0.183,0.111,2019,,,,,,,,,,
24,25,Taiwan,Eastern Asia,6.446,1.368,1.430,0.914,0.351,0.097,0.242,2019,,,,,,,,,,
25,26,Chile,Latin America and Caribbean,6.444,1.159,1.369,0.920,0.357,0.056,0.187,2019,,,,,,,,,,
26,27,Guatemala,Latin America and Caribbean,6.436,0.800,1.269,0.746,0.535,0.078,0.175,2019,,,,,,,,,,
27,28,Saudi Arabia,Middle East and Northern Africa,6.375,1.403,1.357,0.795,0.439,0.132,0.080,2019,,,,,,,,,,
28,29,Qatar,Middle East and Northern Africa,6.374,1.684,1.313,0.871,0.555,0.167,0.220,2019,,,,,,,,,,
29,30,Spain,Western Europe,6.354,1.286,1.484,1.062,0.362,0.079,0.153,2019,,,,,,,,,,
30,31,Panama,Latin America and Caribbean,6.321,1.149,1.442,0.910,0.516,0.054,0.109,2019,,,,,,,,,,
31,32,Brazil,Latin America and Caribbean,6.300,1.004,1.439,0.802,0.390,0.086,0.099,2019,,,,,,,,,,
32,33,Uruguay,Latin America and Caribbean,6.293,1.124,1.465,0.891,0.523,0.150,0.127,2019,,,,,,,,,,
33,34,Singapore,Southeastern Asia,6.262,1.572,1.463,1.141,0.556,0.453,0.271,2019,,,,,,,,,,
34,35,El Salvador,Latin America and Caribbean,6.253,0.794,1.242,0.789,0.430,0.074,0.093,2019,,,,,,,,,,
35,36,Italy,Western Europe,6.223,1.294,1.488,1.039,0.231,0.030,0.158,2019,,,,,,,,,,
36,37,Bahrain,Middle East and Northern Africa,6.199,1.362,1.368,0.871,0.536,0.110,0.255,2019,,,,,,,,,,
37,38,Slovakia,Central and Eastern Europe,6.198,1.246,1.504,0.881,0.334,0.014,0.121,2019,,,,,,,,,,
38,39,Trinidad & Tobago,-,6.192,1.231,1.477,0.713,0.489,0.016,0.185,2019,,,,,,,,,,
39,40,Poland,Central and Eastern Europe,6.182,1.206,1.438,0.884,0.483,0.050,0.117,2019,,,,,,,,,,
40,41,Uzbekistan,Central and Eastern Europe,6.174,0.745,1.529,0.756,0.631,0.240,0.322,2019,,,,,,,,,,
41,42,Lithuania,Central and Eastern Europe,6.149,1.238,1.515,0.818,0.291,0.042,0.043,2019,,,,,,,,,,
42,43,Colombia,Latin America and Caribbean,6.125,0.985,1.410,0.841,0.470,0.034,0.099,2019,,,,,,,,,,
43,44,Slovenia,Central and Eastern Europe,6.118,1.258,1.523,0.953,0.564,0.057,0.144,2019,,,,,,,,,,
44,45,Nicaragua,Latin America and Caribbean,6.105,0.694,1.325,0.835,0.435,0.127,0.200,2019,,,,,,,,,,
45,46,Kosovo,Central and Eastern Europe,6.100,0.882,1.232,0.758,0.489,0.006,0.262,2019,,,,,,,,,,
46,47,Argentina,Latin America and Caribbean,6.086,1.092,1.432,0.881,0.471,0.050,0.066,2019,,,,,,,,,,
47,48,Romania,Central and Eastern Europe,6.070,1.162,1.232,0.825,0.462,0.005,0.083,2019,,,,,,,,,,
48,49,Cyprus,Western Europe,6.046,1.263,1.223,1.042,0.406,0.041,0.190,2019,,,,,,,,,,
49,50,Ecuador,Latin America and Caribbean,6.028,0.912,1.312,0.868,0.498,0.087,0.126,2019,,,,,,,,,,
50,51,Kuwait,Middle East and Northern Africa,6.021,1.500,1.319,0.808,0.493,0.097,0.142,2019,,,,,,,,,,
51,52,Thailand,Southeastern Asia,6.008,1.050,1.409,0.828,0.557,0.028,0.359,2019,,,,,,,,,,
52,53,Latvia,Central and Eastern Europe,5.940,1.187,1.465,0.812,0.264,0.064,0.075,2019,,,,,,,,,,
53,54,South Korea,Eastern Asia,5.895,1.301,1.219,1.036,0.159,0.056,0.175,2019,,,,,,,,,,
54,55,Estonia,Central and Eastern Europe,5.893,1.237,1.528,0.874,0.495,0.161,0.103,2019,,,,,,,,,,
55,56,Jamaica,Latin America and Caribbean,5.890,0.831,1.478,0.831,0.490,0.028,0.107,2019,,,,,,,,,,
56,57,Mauritius,Sub-Saharan Africa,5.888,1.120,1.402,0.798,0.498,0.060,0.215,2019,,,,,,,,,,
57,58,Japan,Eastern Asia,5.886,1.327,1.419,1.088,0.445,0.140,0.069,2019,,,,,,,,,,
58,59,Honduras,Latin America and Caribbean,5.860,0.642,1.236,0.828,0.507,0.078,0.246,2019,,,,,,,,,,
59,60,Kazakhstan,Central and Eastern Europe,5.809,1.173,1.508,0.729,0.410,0.096,0.146,2019,,,,,,,,,,
60,61,Bolivia,Latin America and Caribbean,5.779,0.776,1.209,0.706,0.511,0.064,0.137,2019,,,,,,,,,,
